,date,title,Zürich,Bern,Luzern,Uri,Schwyz,Obwalden,Nidwalden,Glarus,Zug,Freiburg,Solothurn,Basel-Stadt,Basel-Landschaft,Schaffhausen,Appenzell A.-Rh.,Appenzell I.-Rh.,St. Gallen,Graubünden,Aargau,Thurgau,Tessin,Waadt,Wallis,Neuenburg,Genf,Jura
315,10.03.1985,Bundesbeschluss vom 05.10.1984 über die Aufhebung der Beiträge für den Primarschulunterricht,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
316,10.03.1985,Bundesbeschluss vom 05.10.1984 über die Aufhebung der Beitragspflicht des Bundes im Gesundheitswesen,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
317,10.03.1985,Bundesbeschluss vom 05.10.1984 über die Ausbildungsbeiträge,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
318,10.03.1985,Volksinitiative 'für eine Verlängerung der bezahlten Ferien' (Ferien-Initiative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
319,09.06.1985,Volksinitiative 'Recht auf Leben',0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
320,09.06.1985,Bundesbeschluss vom 05.10.1984 über die Aufhebung des Kantonsanteiles am Reinertrag der Stempelabgaben,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
321,09.06.1985,Bundesbeschluss vom 05.10.1984 über die Neuverteilung des Reinertrages aus der fiskalischen Belastung gebrannter Wasser,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
322,09.06.1985,Bundesbeschluss vom 14.12.1984 über die Aufhebung der Unterstützung für die Selbstversorgung mit Brotgetreide,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
323,22.09.1985,Bundesbeschluss vom 05.10.1984 über die Volksinitiative 'für die Koordination des Schuljahresbeginns in allen Kantonen' (Gegenentwurf),0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
324,22.09.1985,Bundesbeschluss vom 05.10.1984 über die Innovationsrisikogarantie zugunsten von kleinen und mittleren Unternehmen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
325,22.09.1985,"Schweizerisches Zivilgesetzbuch (Wirkungen der Ehe im allgemeinen, Ehegüterrecht und Erbrecht), Aenderung vom 05.10.1984",1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
326,01.12.1985,Volksinitiative 'für die Abschaffung der Vivisektion',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,16.03.1986,Bundesbeschluss vom 14.12.1984 über den Beitritt der Schweiz zur Organisation der Vereinten Nationen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,28.09.1986,Bundesbeschluss vom 20.12.1985 über die 'Eidgenössische Kulturinitiative',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,28.09.1986,Volksinitiative 'für eine gesicherte Berufsbildung und Umschulung',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,28.09.1986,"Bundesbeschluss über die inländische Zuckerwirtschaft, Aenderung vom 21.06.1985",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
331,07.12.1986,Bundesbeschluss 21.03.1986 über die Volksinitiative 'für Mieterschutz' (Gegenentwurf),1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
332,07.12.1986,Volksinitiative 'für eine gerechte Belastung des Schwerverkehrs (Schwerverkehrsabgabe)',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,05.04.1987,"Asylgesetz, Aenderung vom 20.06.1986",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,05.04.1987,"Bundesgesetz über Aufenthalt und Niederlassung der Ausländer, Aenderung vom 20.06.1986",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
335,05.04.1987,Volksinitiative 'für die Mitsprache des Volkes bei Militärausgaben (Rüstungsreferendum)',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
336,05.04.1987,Bundesbeschluss vom 19.12.1986 über das Abstimmungsverfahren bei Volksinitiativen mit Gegenentwurf,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
337,06.12.1987,Bundesbeschluss vom 19.12.1986 betreffend das Konzept BAHN 2000,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
338,06.12.1987,Volksinitiative 'zum Schutz der Moore - Rothenthurm-Initiative',1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
339,06.12.1987,"Bundesgesetz über die Krankenversicherung, Aenderung vom 20.03.1987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340,12.06.1988,Bundesbeschluss vom 20.03.1987 über die Verfassungsgrundlagen für eine koordinierte Verkehrspolitik,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
341,12.06.1988,Volksinitiative 'zur Herabsetzung des AHV-Rentenalters auf 62 Jahre für Männer und 60 Jahre für Frauen',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
342,04.12.1988,'Stadt-Land-Initiative gegen die Bodenspekulation',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,04.12.1988,Volksinitiative 'zur Herabsetzung der Arbeitszeit',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
344,04.12.1988,Volksinitiative 'für die Begrenzung der Einwanderung',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,04.06.1989,Volksinitiative 'für ein naturnahes Bauern - gegen Tierfabriken (Kleinbauern-Initiative)',1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
346,26.11.1989,Volksinitiative 'für eine Schweiz ohne Armee und für eine umfassende Friedenspolitik',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
347,26.11.1989,Volksinitiative 'pro Tempo 130/100',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
348,01.04.1990,Volksinitiative 'Stopp dem Beton - für eine Begrenzung des Strassenbaus!',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,01.04.1990,Volksinitiative 'für eine autobahnfreie Landschaft zwischen Murten und Yverdon',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,01.04.1990,Volksinitiative 'für ein autobahnfreies Knonauer Amt',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,01.04.1990,Volksinitiative 'für eine autobahnfreie Aarelandschaft zwischen Biel und Solothurn/Zuchwil',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,01.04.1990,Bundesbeschluss vom 23.06.1989 über den Rebbau,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
353,01.04.1990,"Bundesgesetz über die Organisation der Bundesrechtspflege, Aenderung vom 23.06.1989",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0
354,23.09.1990,Volksinitiative 'für den Ausstieg aus der Atomenergie',0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1
355,23.09.1990,Volksinitiative 'Stopp dem Atomkraftwerkbau (Moratorium)',1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1
356,23.09.1990,Bundesbeschluss vom 06.10.1989 über den Energieartikel in der Bundesverfassung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,23.09.1990,"Bundesgesetz über den Strassenverkehr, Aenderung vom 06.10.1989",0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
358,03.03.1991,Bundesbeschluss vom 05.10.1990 über die Herabsetzung des Stimm- und Wahlrechtsalters auf 18 Jahre,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,03.03.1991,Volksinitiative 'zur Förderung des öffentlichen Verkehrs',0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,02.06.1991,Bundesbeschluss über die Neuordnung der Bundesfinanzen,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
361,02.06.1991,"Militärstrafgesetz (MStG), Aenderung vom 5. Oktober 1990",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
362,16.02.1992,Eidgenössische Volksinitiative 'für eine finanziell tragbare Krankenversicherung (Krankenkasseninitiative)',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,16.02.1992,Eidgenössische Volksinitiative 'zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch!)',1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
364,17.05.1992,Bundesbeschluss über den Beitritt der Schweiz zu den Institutionen von Bretton Woods,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
365,17.05.1992,Bundesgesetz über die Mitwirkung der Schweiz an den Institutionen von Bretton Woods,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
366,17.05.1992,"Bundesgesetz über den Schutz der Gewässer (Gewässerschutzgesetz, GSchG)",1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
367,17.05.1992,Bundesbeschluss über die Volksinitiative 'gegen Missbräuche der Fortpflanzungs- und Gentechnologie beim Menschen' (Gegenentwurf),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
368,17.05.1992,Bundesbeschluss über die Einführung eines Zivildienstes für Dienstverweigerer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,17.05.1992,"Schweizerisches Strafgesetzbuch Militärstrafgesetz (Strafbare Handlungen gegen die sexuelle Integrität), Aenderung vom 21. Juni 1991",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
370,17.05.1992,Eidgenössische Volksinitiative 'zur Rettung unserer Gewässer',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,27.09.1992,Bundesbeschluss über den Bau der schweizerischen Eisenbahn-Alpentransversale (Alpentransit-Beschluss),1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
372,27.09.1992,"Bundesgesetz über den Geschäftsverkehr der Bundesversammlung sowie über die Form, die Bekanntmachung und das Inkrafttreten ihrer Erlasse (Geschäftsverkehrsgesetz), Aenderung vom 4. Oktober 1991",1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
373,27.09.1992,"Bundesgesetz über die Stempelabgaben, Aenderung vom 4. Oktober 1991",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,27.09.1992,Bundesgesetz über das bäuerliche Bodenrecht (BGBB),1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0
375,27.09.1992,"Bundesgesetz über die Bezüge der Mitglieder der eidgenössischen Räte und über die Beiträge an die Fraktionen (Entschädigungsgesetz), Aenderung vom 4. Oktober 1991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,27.09.1992,Bundesgesetz über die Beiträge an die Infrastrukturkosten der Fraktionen und der Mitglieder der eidgenössischen Räte (Infrastrukturgesetz),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
377,06.12.1992,Bundesbeschluss über den Europäischen Wirtschaftsraum (EWR),0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
378,07.03.1993,Bundesgesetz über die Erhöhung des Treibstoffzolles vom 9. Oktober 1992,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
379,07.03.1993,Bundesbeschluss über die Aufhebung des Spielbankenverbots,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380,07.03.1993,Eidgenössische Volksinitiative 'zur Abschaffung der Tierversuche',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,06.06.1993,Eidgenössische Volksinitiative '40 Waffenplätze sind genug - Umweltschutz auch beim Militär' ,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1
382,06.06.1993,Eidgenössische Volksinitiative 'für eine Schweiz ohne neue Kampfflugzeuge',0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
383,26.09.1993,Bundesbeschluss gegen den Waffenmissbrauch,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
384,26.09.1993,Bundesbeschluss über den Anschluss des bernischen Amtsbezirks Laufen an den Kanton Basel-Landschaft,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
385,26.09.1993,Eidgenössische Volksinitiative 'für einen arbeitsfreien Bundesfeiertag (1. August-Initiative)',1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
386,26.09.1993,Bundesbeschluss über befristete Massnahmen gegen die Kostensteigerung in der Krankenversicherung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387,26.09.1993,Bundesbeschluss über Massnahmen in der Arbeitslosenversicherung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,28.11.1993,Bundesbeschluss über die Finanzordnung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
389,28.11.1993,Bundesbeschluss über einen Beitrag zur Gesundung der Bundesfinanzen,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
390,28.11.1993,Bundesbeschluss über Massnahmen zur Erhaltung der Sozialversicherung,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
391,28.11.1993,Bundesbeschluss über besondere Verbrauchssteuern,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
392,28.11.1993,Eidgenössische Volksinitiative 'zur Verminderung der Alkoholprobleme',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,28.11.1993,Eidgenössische Volksinitiative 'zur Verminderung der Tabakprobleme',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,20.02.1994,Bundesbeschluss über die Weiterführung der Nationalstrassenabgabe,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
395,20.02.1994,Bundesbeschluss über die Weiterführung der Schwerverkehrsabgabe,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396,20.02.1994,Bundesbeschluss über die Einführung einer leistungs- oder verbrauchsabhängigen Schwerverkehrsabgabe,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
397,20.02.1994,Eidgenössische Volksinitiative 'zum Schutze des Alpengebietes vor dem Transitverkehr',1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
398,20.02.1994,"Luftfahrtgesetz (LFG), Aenderung vom 18. Juni 1993",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,12.06.1994,Bundesbeschluss über einen Kulturförderungsartikel in der Bundesverfassung (Art. 27septies BV),1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1
400,12.06.1994,Bundesbeschluss über die Revision der Bürgerrechtsregelung in der Bundesverfassung (Erleichterte Einbürgerung für junge Ausländer),1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1
401,12.06.1994,Bundesgesetz über schweizerische Truppen für friedenserhaltende Operationen (BTFO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
402,25.09.1994,Bundesbeschluss über die Aufhebung der Verbilligung von inländischem Brotgetreide aus Zolleinnahmen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,25.09.1994,"Schweizerisches Strafgesetzbuch Militärstrafgesetz, Aenderung vom 18. Juni 1993",1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1
404,04.12.1994,Bundesgesetz über die Krankenversicherung (KVG),0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1
405,04.12.1994,Eidgenössische Volksinitiative 'für eine gesunde Krankenversicherung',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,04.12.1994,Bundesgesetz über Zwangsmassnahmen im Ausländerrecht,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,12.03.1995,Bundesbeschluss über die Volksinitiative 'für eine umweltgerechte und leistungsfähige bäuerliche Landwirtschaft' (Gegenentwurf),0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1
408,12.03.1995,"Milchwirtschaftsbeschluss 1988 (MWB 1988), Aenderung vom 18. März 1994",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
409,12.03.1995,"Landwirtschaftsgesetz, Aenderung vom 8. Oktober 1993",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
410,12.03.1995,Bundesbeschluss über eine Ausgabenbremse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,25.06.1995,"Bundesgesetz über die Alters- und Hinterlassenenversicherung, Aenderung vom 7. Oktober 1994",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
412,25.06.1995,Eidgenössische Volksinitiative 'zum Ausbau von AHV und IV',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,25.06.1995,"Bundesgesetz über den Erwerb von Grundstücken durch Personen im Ausland, Aenderung vom 7. Oktober 1994",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
414,10.03.1996,Bundesbeschluss über die Revision des Sprachenartikels in der Bundesverfassung (Art. 116 BV),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,10.03.1996,Bundesbeschluss über den Uebertritt der bernischen Gemeinde Vellerat zum Kanton Jura,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,10.03.1996,Bundesbeschluss über die Aufhebung der kantonalen Zuständigkeit im Bereich der persönlichen Ausrüstung der Armeeangehörigen,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
417,10.03.1996,Bundesbeschluss über die Aufhebung der Pflicht zum Ankauf von Brennapparaten und zur Uebernahme von Branntwein,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,10.03.1996,Bundesbeschluss über die Aufhebung der Bundesbeiträge an Bahnhofparkplatzanlagen,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
419,09.06.1996,Gegenentwurf der Bundesversammlung vom 21. Dezember 1995 zur Volksinitiative 'Bauern und Konsumenten - für eine naturnahe Landwirtschaft',1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
420,09.06.1996,Regierungs- und Verwaltungsorganisationsgesetz (RVOG) vom 6. Oktober 1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
421,01.12.1996,Bundesbeschluss über die Volksinitiative 'gegen die illegale Einwanderung',0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
422,01.12.1996,"Bundesgesetz über die Arbeit in Industrie, Gewerbe und Handel (Arbeitsgesetz), Aenderung vom 22. März 1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,08.06.1997,Eidgenössische Volksinitiative 'EU-Beitrittsverhandlungen vors Volk!',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,08.06.1997,Eidgenössische Volksinitiative 'für ein Verbot der Kriegsmaterialausfuhr',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,08.06.1997,Bundesbeschluss über die Aufhebung des Pulverregals,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,28.09.1997,Bundesbeschluss vom 13. Dezember 1996 über die Finanzierung der Arbeitslosenversicherung,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
427,28.09.1997,Volksinitiative 'Jugend ohne Drogen',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,07.06.1998,Bundesbeschluss über Massnahmen zum Haushaltausgleich,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
429,07.06.1998,Volksinitiative 'zum Schutz von Leben und Umwelt vor Genmanipulation (Gen-Schutz-Initiative)',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,07.06.1998,Volksinitiative 'S.o.S. - Schweiz ohne Schnüffelpolizei',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,27.09.1998,"Bundesgesetz über eine leistungsabhängige Schwerverkehrsabgabe (Schwerverkehrsabgabegesetz, SVAG)",1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
432,27.09.1998,Volksinitiative 'für preisgünstige Nahrungsmittel und ökologische Bauernhöfe',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,27.09.1998,Volksinitiative 'für die 10. AHV-Revision ohne Erhöhung des Rentenalters',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
434,29.11.1998,Bundesbeschluss über Bau und Finanzierung von Infrastrukturvorhaben des öffentlichen Verkehrs,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
435,29.11.1998,"Bundesbeschluss über einen befristet geltenden, neuen Getreideartikel",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
436,29.11.1998,Eidgenössische Volksinitiative 'für eine vernünftige Drogenpolitik',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,29.11.1998,"Bundesgesetz über die Arbeit in Industrie, Gewerbe und Handel (Arbeitsgesetz)",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
438,07.02.1999,Bundesbeschluss über die Aenderung der Voraussetzungen für die Wählbarkeit in den Bundesrat,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
439,07.02.1999,Bundesbeschluss betreffend die Verfassungsbestimmung über die Transplantationsmedizin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
440,07.02.1999,Eidgenössische Volksinitiative 'Wohneigentum für alle',0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,07.02.1999,"Bundesgesetz über die Raumplanung (RPG), Aenderung vom 20. März 1998",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
442,18.04.1999,Bundesbeschluss über eine neue Bundesverfassung,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
443,13.06.1999,Asylgesetz (AsylG),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
444,13.06.1999,Bundesbeschluss über dringliche Massnahmen im Asyl- und Ausländerbereich (BMA),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
445,13.06.1999,Bundesbeschluss über die ärztliche Verschreibung von Heroin,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0
446,13.06.1999,Bundesgesetz über die Invalidenversicherung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,13.06.1999,Bundesgesetz über die Mutterschaftsversicherung,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
448,12.03.2000,Bundesbeschluss über die Reform der Justiz,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
449,12.03.2000,Eidgenössische Volksinitiative 'für Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,12.03.2000,Eidgenössische Volksinitiative 'für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
